"","date","ccg_id","name","items","cost","list_size","covid_period"
"1802","2018-03-01","15N","NHS DEVON CCG","22131","157852.86","1224238","pre-covid year 3"
"1803","2018-03-01","02P","NHS BARNSLEY CCG","4704","33650.11","260049","pre-covid year 3"
"1804","2018-03-01","00R","NHS BLACKPOOL CCG","3134","20780.01","173168","pre-covid year 3"
"1805","2018-03-01","00N","NHS SOUTH TYNESIDE CCG","2850","21416.48","157031","pre-covid year 3"
"1806","2018-03-01","11J","NHS DORSET CCG","14539","95221.32","800980","pre-covid year 3"
"1807","2018-03-01","26A","NHS NORFOLK AND WAVENEY CCG","19213","148605.18","1052402","pre-covid year 3"
"1808","2018-03-01","06T","NHS NORTH EAST ESSEX CCG","6448","42381.02","351778","pre-covid year 3"
"1809","2018-03-01","11M","NHS GLOUCESTERSHIRE CCG","11939","79262.53","646073","pre-covid year 3"
"1810","2018-03-01","18C","NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG","14647","97405.52","792303","pre-covid year 3"
"1811","2018-03-01","01K","NHS MORECAMBE BAY CCG","6395","45809.67","345898","pre-covid year 3"
"1812","2018-03-01","11N","NHS KERNOW CCG","10670","72056.07","574658","pre-covid year 3"
"1813","2018-03-01","00L","NHS NORTHUMBERLAND CCG","6279","42469.79","325148","pre-covid year 3"
"1814","2018-03-01","01H","NHS NORTH CUMBRIA CCG","6369","49147.51","323812","pre-covid year 3"
"1815","2018-03-01","02M","NHS FYLDE AND WYRE CCG","3685","23151.13","177410","pre-covid year 3"
"1816","2018-03-01","84H","NHS COUNTY DURHAM CCG","11861","68236.11","551477","pre-covid year 3"
"1817","2018-04-01","93C","NHS NORTH CENTRAL LONDON CCG","9994","105318.56","1617848","pre-covid year 3"
"1818","2018-04-01","72Q","NHS SOUTH EAST LONDON CCG","12982","131701.12","1959324","pre-covid year 3"
"1819","2018-04-01","W2U3Z","NHS NORTH WEST LONDON CCG","16427","144596.44","2433209","pre-covid year 3"
"1820","2018-04-01","A3A8R","NHS NORTH EAST LONDON CCG","15148","138793.5","2175833","pre-covid year 3"
"1821","2018-04-01","36L","NHS SOUTH WEST LONDON CCG","13452","121787.27","1664994","pre-covid year 3"
"1822","2018-04-01","04C","NHS LEICESTER CITY CCG","3640","29110.37","408714","pre-covid year 3"
"1823","2018-04-01","09D","NHS BRIGHTON AND HOVE CCG","3017","22290.01","317787","pre-covid year 3"
"1824","2018-04-01","07G","NHS THURROCK CCG","1693","12271.34","176290","pre-covid year 3"
"1825","2018-04-01","D4U1Y","NHS FRIMLEY CCG","7780","63241.37","783310","pre-covid year 3"
"1826","2018-04-01","15A","NHS BERKSHIRE WEST CCG","5474","52941.04","543512","pre-covid year 3"
"1827","2018-04-01","14L","NHS MANCHESTER CCG","6504","44360.24","641098","pre-covid year 3"
"1828","2018-04-01","10Q","NHS OXFORDSHIRE CCG","7643","67310.31","743781","pre-covid year 3"
"1829","2018-04-01","92A","NHS SURREY HEARTLANDS CCG","11359","106902.66","1087696","pre-covid year 3"
"1830","2018-04-01","15E","NHS BIRMINGHAM AND SOLIHULL CCG","13888","121060.75","1310267","pre-covid year 3"
"1831","2018-04-01","15F","NHS LEEDS CCG","9452","76060.31","880067","pre-covid year 3"
"1832","2018-04-01","06N","NHS HERTS VALLEYS CCG","6964","60681.12","645655","pre-covid year 3"
"1833","2018-04-01","M1J4Y","NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG","10933","94545.33","1008153","pre-covid year 3"
"1834","2018-04-01","05V","NHS STAFFORD AND SURROUNDS CCG","1654","12626.27","149092","pre-covid year 3"
"1835","2018-04-01","10R","NHS PORTSMOUTH CCG","2566","18774.74","230563","pre-covid year 3"
"1836","2018-04-01","05W","NHS STOKE ON TRENT CCG","3302","24502.52","290815","pre-covid year 3"
"1837","2018-04-01","01E","NHS GREATER PRESTON CCG","2386","19838.73","209377","pre-covid year 3"
"1838","2018-04-01","99G","NHS SOUTHEND CCG","2145","16337.86","188155","pre-covid year 3"
"1839","2018-04-01","02E","NHS WARRINGTON CCG","2527","22465.44","218036","pre-covid year 3"
"1840","2018-04-01","99E","NHS BASILDON AND BRENTWOOD CCG","3234","35411.58","278874","pre-covid year 3"
"1841","2018-04-01","02H","NHS WIGAN BOROUGH CCG","3802","31232.37","327689","pre-covid year 3"
"1842","2018-04-01","52R","NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG","12743","98093.62","1081507","pre-covid year 3"
"1843","2018-04-01","02G","NHS WEST LANCASHIRE CCG","1343","12204.09","113697","pre-covid year 3"
"1844","2018-04-01","99F","NHS CASTLE POINT AND ROCHFORD CCG","2195","17632.95","185146","pre-covid year 3"
"1845","2018-04-01","03F","NHS HULL CCG","3550","31581.32","299148","pre-covid year 3"
"1846","2018-04-01","14Y","NHS BUCKINGHAMSHIRE CCG","6737","62149.52","559176","pre-covid year 3"
"1847","2018-04-01","03L","NHS ROTHERHAM CCG","3186","28160.1","263020","pre-covid year 3"
"1848","2018-04-01","D2P2L","NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG","17745","132684.41","1461989","pre-covid year 3"
"1849","2018-04-01","X2C4Y","NHS KIRKLEES CCG","5399","43834.95","442214","pre-covid year 3"
"1850","2018-04-01","D9Y0V","NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG","20056","164852.6","1639789","pre-covid year 3"
"1851","2018-04-01","00X","NHS CHORLEY AND SOUTH RIBBLE CCG","2244","20943.39","183432","pre-covid year 3"
"1852","2018-04-01","03R","NHS WAKEFIELD CCG","4581","35171.55","373364","pre-covid year 3"
"1853","2018-04-01","15C","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG","12414","87404.57","1008055","pre-covid year 3"
"1854","2018-04-01","05Q","NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG","2620","22589.92","212367","pre-covid year 3"
"1855","2018-04-01","91Q","NHS KENT AND MEDWAY CCG","23402","182443.6","1884678","pre-covid year 3"
"1856","2018-04-01","07H","NHS WEST ESSEX CCG","3927","27314.82","312948","pre-covid year 3"
"1857","2018-04-01","05G","NHS NORTH STAFFORDSHIRE CCG","2778","19499.35","218075","pre-covid year 3"
"1858","2018-04-01","03N","NHS SHEFFIELD CCG","7652","63125.74","600514","pre-covid year 3"
"1859","2018-04-01","99A","NHS LIVERPOOL CCG","6851","51997.38","532988","pre-covid year 3"
"1860","2018-04-01","04Y","NHS CANNOCK CHASE CCG","1715","14727.18","133160","pre-covid year 3"
"1861","2018-04-01","00T","NHS BOLTON CCG","3993","29790.47","309149","pre-covid year 3"
"1862","2018-04-01","36J","NHS BRADFORD DISTRICT AND CRAVEN CCG","8168","65537.16","632358","pre-covid year 3"
"1863","2018-04-01","01G","NHS SALFORD CCG","3546","26408.87","272631","pre-covid year 3"
"1864","2018-04-01","92G","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG","12438","93536.57","935328","pre-covid year 3"
"1865","2018-04-01","06K","NHS EAST AND NORTH HERTFORDSHIRE CCG","8031","60622.22","598086","pre-covid year 3"
"1866","2018-04-01","03W","NHS EAST LEICESTERSHIRE AND RUTLAND CCG","4420","36429.62","329015","pre-covid year 3"
"1867","2018-04-01","00Y","NHS OLDHAM CCG","3430","25094.47","255199","pre-covid year 3"
"1868","2018-04-01","13T","NHS NEWCASTLE GATESHEAD CCG","7093","41954.05","525902","pre-covid year 3"
"1869","2018-04-01","04V","NHS WEST LEICESTERSHIRE CCG","5299","36780.09","392564","pre-covid year 3"
"1870","2018-04-01","01W","NHS STOCKPORT CCG","4213","30904.76","311806","pre-covid year 3"
"1871","2018-04-01","B2M3M","NHS COVENTRY AND WARWICKSHIRE CCG","13446","96622.29","992363","pre-covid year 3"
"1872","2018-04-01","01J","NHS KNOWSLEY CCG","2249","18641.12","165042","pre-covid year 3"
"1873","2018-04-01","00Q","NHS BLACKBURN WITH DARWEN CCG","2394","13936.76","174986","pre-covid year 3"
"1874","2018-04-01","15M","NHS DERBY AND DERBYSHIRE CCG","14353","98995.98","1048933","pre-covid year 3"
"1875","2018-04-01","27D","NHS CHESHIRE CCG","10512","91332.97","764785","pre-covid year 3"
"1876","2018-04-01","00V","NHS BURY CCG","2819","22932.38","203952","pre-covid year 3"
"1877","2018-04-01","03Q","NHS VALE OF YORK CCG","4936","36078.77","357038","pre-covid year 3"
"1878","2018-04-01","78H","NHS NORTHAMPTONSHIRE CCG","10570","76160.02","764266","pre-covid year 3"
"1879","2018-04-01","06Q","NHS MID ESSEX CCG","5436","43372.65","391186","pre-covid year 3"
"1880","2018-04-01","16C","NHS TEES VALLEY CCG","9777","67116.63","701709","pre-covid year 3"
"1881","2018-04-01","02X","NHS DONCASTER CCG","4492","32502.77","320467","pre-covid year 3"
"1882","2018-04-01","01D","NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG","3273","23048.95","233290","pre-covid year 3"
"1883","2018-04-01","01F","NHS HALTON CCG","1842","12064.19","131206","pre-covid year 3"
"1884","2018-04-01","06H","NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG","13600","94422.16","967307","pre-covid year 3"
"1885","2018-04-01","05D","NHS EAST STAFFORDSHIRE CCG","1997","17218.3","141923","pre-covid year 3"
"1886","2018-04-01","01X","NHS ST HELENS CCG","2816","21042.75","197525","pre-covid year 3"
"1887","2018-04-01","01T","NHS SOUTH SEFTON CCG","2233","19173.56","155072","pre-covid year 3"
"1888","2018-04-01","70F","NHS WEST SUSSEX CCG","12836","102724.99","889008","pre-covid year 3"
"1889","2018-04-01","06L","NHS IPSWICH AND EAST SUFFOLK CCG","5945","47265.04","407512","pre-covid year 3"
"1890","2018-04-01","11X","NHS SOMERSET CCG","8415","55190","574614","pre-covid year 3"
"1891","2018-04-01","02T","NHS CALDERDALE CCG","3239","19514.75","220467","pre-covid year 3"
"1892","2018-04-01","02A","NHS TRAFFORD CCG","3557","24194.68","241640","pre-covid year 3"
"1893","2018-04-01","M2L0M","NHS SHROPSHIRE, TELFORD AND WREKIN CCG","7386","57837.9","496215","pre-covid year 3"
"1894","2018-04-01","01A","NHS EAST LANCASHIRE CCG","5718","35664.4","381783","pre-covid year 3"
"1895","2018-04-01","03K","NHS NORTH LINCOLNSHIRE CCG","2722","24193.05","178861","pre-covid year 3"
"1896","2018-04-01","99C","NHS NORTH TYNESIDE CCG","3374","19722.71","218862","pre-covid year 3"
"1897","2018-04-01","00R","NHS BLACKPOOL CCG","2703","16804.76","173268","pre-covid year 3"
"1898","2018-04-01","03H","NHS NORTH EAST LINCOLNSHIRE CCG","2676","22520.61","169523","pre-covid year 3"
"1899","2018-04-01","71E","NHS LINCOLNSHIRE CCG","12496","86495.01","786736","pre-covid year 3"
"1900","2018-04-01","00P","NHS SUNDERLAND CCG","4546","27457.79","283964","pre-covid year 3"
"1901","2018-04-01","97R","NHS EAST SUSSEX CCG","8940","64123.91","554926","pre-covid year 3"
"1902","2018-04-01","01Y","NHS TAMESIDE AND GLOSSOP CCG","4026","23308.21","247784","pre-covid year 3"
"1903","2018-04-01","06T","NHS NORTH EAST ESSEX CCG","5846","37171.29","351777","pre-covid year 3"
"1904","2018-04-01","01V","NHS SOUTHPORT AND FORMBY CCG","2088","14722.8","125003","pre-covid year 3"
"1905","2018-04-01","42D","NHS NORTH YORKSHIRE CCG","7138","53857.33","427077","pre-covid year 3"
"1906","2018-04-01","01K","NHS MORECAMBE BAY CCG","5807","34153.49","345853","pre-covid year 3"
"1907","2018-04-01","02Q","NHS BASSETLAW CCG","1979","12464.14","117284","pre-covid year 3"
"1908","2018-04-01","15N","NHS DEVON CCG","20709","145054.36","1224410","pre-covid year 3"
"1909","2018-04-01","11M","NHS GLOUCESTERSHIRE CCG","10960","74889.48","646580","pre-covid year 3"
"1910","2018-04-01","02Y","NHS EAST RIDING OF YORKSHIRE CCG","5172","43743.01","304028","pre-covid year 3"
"1911","2018-04-01","12F","NHS WIRRAL CCG","5725","43273.16","336210","pre-covid year 3"
"1912","2018-04-01","26A","NHS NORFOLK AND WAVENEY CCG","17927","139073.4","1052661","pre-covid year 3"
"1913","2018-04-01","07K","NHS WEST SUFFOLK CCG","4306","30694.65","250598","pre-covid year 3"
"1914","2018-04-01","11J","NHS DORSET CCG","13794","92739.1","800823","pre-covid year 3"
"1915","2018-04-01","02P","NHS BARNSLEY CCG","4556","33282.32","260302","pre-covid year 3"
"1916","2018-04-01","18C","NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG","13874","88458.44","792642","pre-covid year 3"
"1917","2018-04-01","11N","NHS KERNOW CCG","10210","68279.11","574763","pre-covid year 3"
"1918","2018-04-01","00N","NHS SOUTH TYNESIDE CCG","2828","20565.78","157145","pre-covid year 3"
"1919","2018-04-01","01H","NHS NORTH CUMBRIA CCG","5841","44670.5","323943","pre-covid year 3"
"1920","2018-04-01","00L","NHS NORTHUMBERLAND CCG","5871","34360.53","325159","pre-covid year 3"
"1921","2018-04-01","84H","NHS COUNTY DURHAM CCG","11040","63139.47","551550","pre-covid year 3"
"1922","2018-04-01","02M","NHS FYLDE AND WYRE CCG","3558","22351.97","177378","pre-covid year 3"
"1923","2018-05-01","93C","NHS NORTH CENTRAL LONDON CCG","10125","103340.78","1618602","pre-covid year 2"
"1924","2018-05-01","72Q","NHS SOUTH EAST LONDON CCG","13348","136354.2","1961381","pre-covid year 2"
"1925","2018-05-01","W2U3Z","NHS NORTH WEST LONDON CCG","16760","151284.46","2439185","pre-covid year 2"
"1926","2018-05-01","A3A8R","NHS NORTH EAST LONDON CCG","15625","138878.54","2178774","pre-covid year 2"
"1927","2018-05-01","36L","NHS SOUTH WEST LONDON CCG","13934","119480.83","1665262","pre-covid year 2"
"1928","2018-05-01","04C","NHS LEICESTER CITY CCG","3935","29088.26","408458","pre-covid year 2"
"1929","2018-05-01","09D","NHS BRIGHTON AND HOVE CCG","3110","23682.32","317863","pre-covid year 2"
"1930","2018-05-01","07G","NHS THURROCK CCG","1734","15235.93","176684","pre-covid year 2"
"1931","2018-05-01","15A","NHS BERKSHIRE WEST CCG","5482","51854.79","543950","pre-covid year 2"
"1932","2018-05-01","14L","NHS MANCHESTER CCG","6548","43967.23","641441","pre-covid year 2"
"1933","2018-05-01","D4U1Y","NHS FRIMLEY CCG","8166","72106.06","784136","pre-covid year 2"
"1934","2018-05-01","10Q","NHS OXFORDSHIRE CCG","7929","65363.22","744900","pre-covid year 2"
"1935","2018-05-01","92A","NHS SURREY HEARTLANDS CCG","11586","106888.3","1088210","pre-covid year 2"
"1936","2018-05-01","M1J4Y","NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG","10999","99512.14","1009213","pre-covid year 2"
"1937","2018-05-01","99E","NHS BASILDON AND BRENTWOOD CCG","3045","30381.39","279136","pre-covid year 2"
"1938","2018-05-01","15F","NHS LEEDS CCG","9607","77216.14","879847","pre-covid year 2"
"1939","2018-05-01","10R","NHS PORTSMOUTH CCG","2519","18899.44","230470","pre-covid year 2"
"1940","2018-05-01","06N","NHS HERTS VALLEYS CCG","7171","60931.3","646518","pre-covid year 2"
"1941","2018-05-01","05W","NHS STOKE ON TRENT CCG","3231","24750.42","290995","pre-covid year 2"
"1942","2018-05-01","15E","NHS BIRMINGHAM AND SOLIHULL CCG","14698","133273.12","1311022","pre-covid year 2"
"1943","2018-05-01","02H","NHS WIGAN BOROUGH CCG","3765","32641.94","327968","pre-covid year 2"
"1944","2018-05-01","03F","NHS HULL CCG","3521","27690.03","299176","pre-covid year 2"
"1945","2018-05-01","99G","NHS SOUTHEND CCG","2235","20921.24","188216","pre-covid year 2"
"1946","2018-05-01","14Y","NHS BUCKINGHAMSHIRE CCG","6655","57595.12","559599","pre-covid year 2"
"1947","2018-05-01","52R","NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG","13046","100404.99","1082045","pre-covid year 2"
"1948","2018-05-01","01E","NHS GREATER PRESTON CCG","2527","20786.85","209100","pre-covid year 2"
"1949","2018-05-01","X2C4Y","NHS KIRKLEES CCG","5349","42223.56","442550","pre-covid year 2"
"1950","2018-05-01","02E","NHS WARRINGTON CCG","2645","21647.84","218111","pre-covid year 2"
"1951","2018-05-01","05V","NHS STAFFORD AND SURROUNDS CCG","1813","14986.04","149226","pre-covid year 2"
"1952","2018-05-01","D9Y0V","NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG","20228","176301.1","1640411","pre-covid year 2"
"1953","2018-05-01","00X","NHS CHORLEY AND SOUTH RIBBLE CCG","2273","20826.67","183567","pre-covid year 2"
"1954","2018-05-01","03L","NHS ROTHERHAM CCG","3267","25354.01","263157","pre-covid year 2"
"1955","2018-05-01","03R","NHS WAKEFIELD CCG","4643","38881.65","373738","pre-covid year 2"
"1956","2018-05-01","91Q","NHS KENT AND MEDWAY CCG","23494","183279.94","1886631","pre-covid year 2"
"1957","2018-05-01","04Y","NHS CANNOCK CHASE CCG","1667","14484.38","133205","pre-covid year 2"
"1958","2018-05-01","15C","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG","12692","101277.81","1009308","pre-covid year 2"
"1959","2018-05-01","99F","NHS CASTLE POINT AND ROCHFORD CCG","2349","19042.32","185214","pre-covid year 2"
"1960","2018-05-01","01G","NHS SALFORD CCG","3473","27288.98","273210","pre-covid year 2"
"1961","2018-05-01","D2P2L","NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG","18623","146032.12","1463072","pre-covid year 2"
"1962","2018-05-01","02G","NHS WEST LANCASHIRE CCG","1456","11513.04","113665","pre-covid year 2"
"1963","2018-05-01","99A","NHS LIVERPOOL CCG","6896","57662.36","533328","pre-covid year 2"
"1964","2018-05-01","36J","NHS BRADFORD DISTRICT AND CRAVEN CCG","8266","62921.59","632895","pre-covid year 2"
"1965","2018-05-01","05Q","NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG","2783","25082.67","212343","pre-covid year 2"
"1966","2018-05-01","03N","NHS SHEFFIELD CCG","7889","67518.32","600422","pre-covid year 2"
"1967","2018-05-01","05G","NHS NORTH STAFFORDSHIRE CCG","2885","21482.96","218076","pre-covid year 2"
"1968","2018-05-01","01F","NHS HALTON CCG","1750","12584.7","131384","pre-covid year 2"
"1969","2018-05-01","07H","NHS WEST ESSEX CCG","4202","32641.56","313273","pre-covid year 2"
"1970","2018-05-01","00T","NHS BOLTON CCG","4153","34426.85","309360","pre-covid year 2"
"1971","2018-05-01","92G","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG","12780","99222.84","936263","pre-covid year 2"
"1972","2018-05-01","06K","NHS EAST AND NORTH HERTFORDSHIRE CCG","8251","58109.81","598399","pre-covid year 2"
"1973","2018-05-01","27D","NHS CHESHIRE CCG","10594","90044.87","765383","pre-covid year 2"
"1974","2018-05-01","00Y","NHS OLDHAM CCG","3537","27284.81","255453","pre-covid year 2"
"1975","2018-05-01","05D","NHS EAST STAFFORDSHIRE CCG","1990","18321.97","142125","pre-covid year 2"
"1976","2018-05-01","15M","NHS DERBY AND DERBYSHIRE CCG","14705","97764.87","1049519","pre-covid year 2"
"1977","2018-05-01","04V","NHS WEST LEICESTERSHIRE CCG","5511","37848.37","393038","pre-covid year 2"
"1978","2018-05-01","06Q","NHS MID ESSEX CCG","5506","44996.31","391493","pre-covid year 2"
"1979","2018-05-01","B2M3M","NHS COVENTRY AND WARWICKSHIRE CCG","14038","99592.14","993609","pre-covid year 2"
"1980","2018-05-01","16C","NHS TEES VALLEY CCG","9915","70147.14","701666","pre-covid year 2"
"1981","2018-05-01","03W","NHS EAST LEICESTERSHIRE AND RUTLAND CCG","4656","40118.31","329433","pre-covid year 2"
"1982","2018-05-01","01D","NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG","3302","23715.82","233480","pre-covid year 2"
"1983","2018-05-01","06H","NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG","13868","101765.59","968352","pre-covid year 2"
"1984","2018-05-01","03Q","NHS VALE OF YORK CCG","5119","38234.6","357272","pre-covid year 2"
"1985","2018-05-01","78H","NHS NORTHAMPTONSHIRE CCG","11014","75503.1","765311","pre-covid year 2"
"1986","2018-05-01","01W","NHS STOCKPORT CCG","4493","33573.12","311919","pre-covid year 2"
"1987","2018-05-01","13T","NHS NEWCASTLE GATESHEAD CCG","7574","45968.4","525682","pre-covid year 2"
"1988","2018-05-01","02X","NHS DONCASTER CCG","4638","32552.76","320763","pre-covid year 2"
"1989","2018-05-01","11X","NHS SOMERSET CCG","8340","56690.64","575061","pre-covid year 2"
"1990","2018-05-01","06L","NHS IPSWICH AND EAST SUFFOLK CCG","5928","51731.02","407756","pre-covid year 2"
"1991","2018-05-01","00V","NHS BURY CCG","2994","28345.11","204055","pre-covid year 2"
"1992","2018-05-01","70F","NHS WEST SUSSEX CCG","13090","109508.06","889921","pre-covid year 2"
"1993","2018-05-01","02A","NHS TRAFFORD CCG","3563","25113.56","241935","pre-covid year 2"
"1994","2018-05-01","01J","NHS KNOWSLEY CCG","2464","19824.07","165228","pre-covid year 2"
"1995","2018-05-01","01X","NHS ST HELENS CCG","2949","24237.16","197566","pre-covid year 2"
"1996","2018-05-01","02T","NHS CALDERDALE CCG","3294","22017.9","220668","pre-covid year 2"
"1997","2018-05-01","00Q","NHS BLACKBURN WITH DARWEN CCG","2616","14997.41","175101","pre-covid year 2"
"1998","2018-05-01","01A","NHS EAST LANCASHIRE CCG","5784","37285.06","382268","pre-covid year 2"
"1999","2018-05-01","03H","NHS NORTH EAST LINCOLNSHIRE CCG","2600","19904.74","169650","pre-covid year 2"
"2000","2018-05-01","M2L0M","NHS SHROPSHIRE, TELFORD AND WREKIN CCG","7666","53185.16","496656","pre-covid year 2"
"2001","2018-05-01","01T","NHS SOUTH SEFTON CCG","2431","20897.6","155190","pre-covid year 2"
"2002","2018-05-01","03K","NHS NORTH LINCOLNSHIRE CCG","2815","20737.62","178944","pre-covid year 2"
"2003","2018-05-01","01V","NHS SOUTHPORT AND FORMBY CCG","1995","17200.68","125027","pre-covid year 2"
"2004","2018-05-01","01Y","NHS TAMESIDE AND GLOSSOP CCG","3977","25277.94","247929","pre-covid year 2"
"2005","2018-05-01","12F","NHS WIRRAL CCG","5413","45077.2","336279","pre-covid year 2"
"2006","2018-05-01","71E","NHS LINCOLNSHIRE CCG","12818","95379.95","786924","pre-covid year 2"
"2007","2018-05-01","97R","NHS EAST SUSSEX CCG","9148","68349.13","555375","pre-covid year 2"
"2008","2018-05-01","99C","NHS NORTH TYNESIDE CCG","3647","21264.98","218890","pre-covid year 2"
"2009","2018-05-01","00P","NHS SUNDERLAND CCG","4743","28483.66","284036","pre-covid year 2"
"2010","2018-05-01","06T","NHS NORTH EAST ESSEX CCG","5952","37148.81","352033","pre-covid year 2"
"2011","2018-05-01","11M","NHS GLOUCESTERSHIRE CCG","10983","76413.11","647088","pre-covid year 2"
"2012","2018-05-01","02Q","NHS BASSETLAW CCG","2001","11910.68","117409","pre-covid year 2"
"2013","2018-05-01","15N","NHS DEVON CCG","20979","143325.1","1225188","pre-covid year 2"
"2014","2018-05-01","01K","NHS MORECAMBE BAY CCG","5929","38886.3","345942","pre-covid year 2"
"2015","2018-05-01","42D","NHS NORTH YORKSHIRE CCG","7329","57358.43","427394","pre-covid year 2"
"2016","2018-05-01","18C","NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG","13842","95542.08","793308","pre-covid year 2"
"2017","2018-05-01","11J","NHS DORSET CCG","14104","96436.36","801120","pre-covid year 2"
"2018","2018-05-01","26A","NHS NORFOLK AND WAVENEY CCG","18616","141814.3","1053155","pre-covid year 2"
"2019","2018-05-01","00R","NHS BLACKPOOL CCG","3067","21518.98","173337","pre-covid year 2"
"2020","2018-05-01","07K","NHS WEST SUFFOLK CCG","4458","37125.53","250694","pre-covid year 2"
"2021","2018-05-01","02Y","NHS EAST RIDING OF YORKSHIRE CCG","5456","46850.32","304227","pre-covid year 2"
"2022","2018-05-01","02P","NHS BARNSLEY CCG","4676","33021.99","260486","pre-covid year 2"
"2023","2018-05-01","11N","NHS KERNOW CCG","10356","73387.25","575182","pre-covid year 2"
"2024","2018-05-01","00N","NHS SOUTH TYNESIDE CCG","2848","19292.57","157173","pre-covid year 2"
"2025","2018-05-01","00L","NHS NORTHUMBERLAND CCG","5940","34421.11","325449","pre-covid year 2"
"2026","2018-05-01","01H","NHS NORTH CUMBRIA CCG","5966","49278.23","324162","pre-covid year 2"
"2027","2018-05-01","02M","NHS FYLDE AND WYRE CCG","3486","23063.42","177389","pre-covid year 2"
"2028","2018-05-01","84H","NHS COUNTY DURHAM CCG","11561","65746.23","551654","pre-covid year 2"
"2029","2018-06-01","93C","NHS NORTH CENTRAL LONDON CCG","9888","102845.97","1619553","pre-covid year 2"
"2030","2018-06-01","72Q","NHS SOUTH EAST LONDON CCG","12673","130076.77","1964160","pre-covid year 2"
"2031","2018-06-01","W2U3Z","NHS NORTH WEST LONDON CCG","16390","150751.38","2446064","pre-covid year 2"
"2032","2018-06-01","A3A8R","NHS NORTH EAST LONDON CCG","15379","143370.86","2181890","pre-covid year 2"
"2033","2018-06-01","36L","NHS SOUTH WEST LONDON CCG","13094","118517.38","1666031","pre-covid year 2"
"2034","2018-06-01","04C","NHS LEICESTER CITY CCG","3689","30945.97","409003","pre-covid year 2"
"2035","2018-06-01","09D","NHS BRIGHTON AND HOVE CCG","2878","21284.34","317976","pre-covid year 2"
"2036","2018-06-01","07G","NHS THURROCK CCG","1648","13708.96","176896","pre-covid year 2"
"2037","2018-06-01","15A","NHS BERKSHIRE WEST CCG","5140","51203.4","544368","pre-covid year 2"
"2038","2018-06-01","14L","NHS MANCHESTER CCG","6295","46023.9","642017","pre-covid year 2"
"2039","2018-06-01","D4U1Y","NHS FRIMLEY CCG","7761","66396.1","785308","pre-covid year 2"
"2040","2018-06-01","10Q","NHS OXFORDSHIRE CCG","7503","68152.28","745543","pre-covid year 2"
"2041","2018-06-01","92A","NHS SURREY HEARTLANDS CCG","11045","100891.47","1088575","pre-covid year 2"
"2042","2018-06-01","10R","NHS PORTSMOUTH CCG","2423","16357.8","230424","pre-covid year 2"
"2043","2018-06-01","M1J4Y","NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG","10754","97949.97","1010651","pre-covid year 2"
"2044","2018-06-01","15F","NHS LEEDS CCG","9377","77852.65","879702","pre-covid year 2"
"2045","2018-06-01","15E","NHS BIRMINGHAM AND SOLIHULL CCG","14045","131012.3","1311943","pre-covid year 2"
"2046","2018-06-01","99G","NHS SOUTHEND CCG","2019","17694.57","188225","pre-covid year 2"
"2047","2018-06-01","05W","NHS STOKE ON TRENT CCG","3132","22977.13","291122","pre-covid year 2"
"2048","2018-06-01","99E","NHS BASILDON AND BRENTWOOD CCG","3007","31632.05","279308","pre-covid year 2"
"2049","2018-06-01","06N","NHS HERTS VALLEYS CCG","7129","60716.56","647038","pre-covid year 2"
"2050","2018-06-01","02H","NHS WIGAN BOROUGH CCG","3702","31793.68","328210","pre-covid year 2"
"2051","2018-06-01","14Y","NHS BUCKINGHAMSHIRE CCG","6379","52939.15","560141","pre-covid year 2"
"2052","2018-06-01","01E","NHS GREATER PRESTON CCG","2397","19680.66","209095","pre-covid year 2"
"2053","2018-06-01","05V","NHS STAFFORD AND SURROUNDS CCG","1739","15099.58","149381","pre-covid year 2"
"2054","2018-06-01","03F","NHS HULL CCG","3508","30351.81","299377","pre-covid year 2"
"2055","2018-06-01","03R","NHS WAKEFIELD CCG","4400","37394.93","374260","pre-covid year 2"
"2056","2018-06-01","02E","NHS WARRINGTON CCG","2578","27203.18","218299","pre-covid year 2"
